CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11447,16/08/1974,M,F,70000,0,Bachelors,Professional,Y
11448,28/04/1975,S,M,80000,0,Bachelors,Professional,Y
11449,02/02/1975,M,M,80000,0,Bachelors,Professional,Y
11450,12/11/1975,S,M,130000,4,High School,Management,Y
11451,09/11/1974,S,M,70000,0,Bachelors,Professional,N
11452,05/11/1973,S,F,80000,0,Bachelors,Professional,N
11453,21/08/1973,S,M,80000,0,Bachelors,Professional,N
11454,22/04/1974,S,F,80000,0,Bachelors,Professional,N
11455,21/04/1974,M,M,100000,0,High School,Management,Y
11456,08/07/1974,M,M,120000,5,Partial High School,Professional,Y
11457,21/05/1973,M,F,90000,0,Bachelors,Professional,Y
11458,05/04/1973,M,F,100000,0,High School,Management,Y
11459,13/10/1972,S,F,80000,0,Bachelors,Professional,N
11460,07/10/1972,S,M,90000,0,Bachelors,Professional,N
11461,25/03/1972,S,M,90000,0,Bachelors,Professional,N
11462,19/01/1972,M,F,110000,0,High School,Management,Y
11463,12/03/1972,M,F,110000,0,High School,Management,N
11464,16/11/1971,M,M,90000,0,Bachelors,Professional,Y
11465,19/02/1971,M,M,90000,0,Bachelors,Professional,N
11466,03/08/1971,M,M,150000,0,Partial High School,Management,Y
11467,07/10/1969,M,M,170000,1,Graduate Degree,Management,Y
11468,18/06/1975,M,F,40000,1,Bachelors,Skilled Manual,Y
11469,16/04/1973,S,M,10000,0,Partial High School,Manual,N
11470,25/09/1973,S,M,20000,0,Partial High School,Manual,N
11471,25/09/1973,S,F,30000,0,Partial College,Clerical,Y
11472,03/04/1963,S,M,60000,3,Bachelors,Professional,Y
11473,02/08/1980,S,F,20000,0,Partial High School,Manual,N
11474,22/02/1980,S,M,20000,0,Partial High School,Manual,Y
11475,09/10/1978,S,NA,30000,0,High School,Manual,N
11476,17/11/1974,M,F,40000,1,Bachelors,Skilled Manual,Y
11477,25/06/1973,S,M,30000,0,High School,Manual,N
11478,25/02/1973,S,M,30000,0,High School,Manual,N
11479,22/04/1973,M,M,40000,1,Bachelors,Skilled Manual,Y
11480,11/03/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
11481,23/05/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
11482,19/07/1972,S,F,30000,0,High School,Manual,N
11483,22/05/1972,M,M,40000,1,Bachelors,Skilled Manual,Y
11484,06/03/1972,S,M,40000,2,Partial College,Clerical,Y
11485,07/08/1972,M,M,40000,2,Partial College,Clerical,N
11486,25/05/1971,S,F,10000,0,Partial High School,Manual,Y
11487,09/07/1971,S,F,10000,0,Partial High School,Manual,N
11488,21/09/1971,S,M,20000,0,Partial High School,Manual,Y
11489,07/03/1971,S,F,20000,0,Partial High School,Manual,N
11490,06/01/1971,S,M,20000,0,Partial High School,Manual,N
11491,06/04/1971,M,M,20000,0,Partial High School,Manual,N
11492,19/11/1971,S,M,30000,0,High School,Manual,N
11493,02/12/1970,S,F,40000,2,Partial College,Clerical,Y
11495,04/09/1971,S,M,40000,2,Partial College,Clerical,Y
11496,17/10/1970,S,M,40000,2,Partial College,Clerical,Y
11497,26/11/1970,S,F,40000,2,Partial College,Clerical,Y
11499,14/11/1974,S,M,40000,3,Partial College,Clerical,Y
11500,18/09/1974,S,F,40000,0,Graduate Degree,Skilled Manual,Y
11501,07/07/1975,S,F,40000,3,Partial College,Clerical,Y
11502,07/03/1975,S,M,40000,4,Partial College,Clerical,Y
11503,13/10/1930,M,M,50000,1,Graduate Degree,Skilled Manual,Y
11504,20/04/1931,M,F,40000,1,Bachelors,Skilled Manual,Y
11505,07/07/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y
11506,17/05/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N
11507,20/11/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y
11508,07/07/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y
11509,26/07/1953,M,F,30000,1,Bachelors,Skilled Manual,Y
11510,13/07/1953,M,M,30000,1,Bachelors,Skilled Manual,Y
11511,14/06/1953,M,M,30000,1,Bachelors,Skilled Manual,Y
11512,13/08/1954,S,F,20000,3,Partial High School,Manual,Y
11513,27/09/1954,S,F,20000,3,Partial High School,Manual,N
11514,20/04/1954,M,M,30000,1,High School,Clerical,Y
11515,25/02/1954,M,F,30000,1,High School,Clerical,Y
11516,21/10/1954,M,F,30000,1,High School,Clerical,Y
11517,20/06/1954,M,F,40000,1,Partial College,Clerical,Y
11518,10/05/1955,M,M,40000,1,Partial College,Clerical,Y
11520,11/04/1955,M,F,40000,1,Partial College,Clerical,Y
11521,09/12/1955,M,F,40000,1,Partial College,Clerical,Y
11522,23/12/1955,M,M,80000,5,Graduate Degree,Skilled Manual,Y
11523,10/08/1956,M,M,40000,1,Partial College,Clerical,Y
11524,23/01/1956,M,F,40000,1,Partial College,Clerical,Y
11525,09/01/1956,M,F,40000,1,Partial College,Clerical,Y
11526,06/08/1956,M,NA,40000,1,Partial College,Clerical,Y
11527,04/06/1956,M,F,40000,1,Partial College,Clerical,Y
11528,19/08/1957,M,F,40000,1,Partial College,Clerical,Y
11529,16/11/1957,M,M,40000,1,Partial College,Clerical,Y
11530,26/07/1957,M,M,40000,1,Partial College,Clerical,Y
11531,07/01/1957,M,F,40000,1,Partial College,Clerical,Y
11532,26/02/1957,M,F,40000,1,Partial College,Clerical,Y
11533,21/07/1957,M,F,40000,1,Partial College,Clerical,Y
11534,13/11/1958,S,M,60000,4,Graduate Degree,Skilled Manual,Y
11535,03/07/1958,M,M,60000,4,Graduate Degree,Skilled Manual,Y
11536,17/04/1958,M,M,60000,4,Graduate Degree,Skilled Manual,Y
11537,24/03/1958,M,M,60000,4,Graduate Degree,Skilled Manual,Y
11538,28/08/1959,S,F,60000,4,Graduate Degree,Skilled Manual,N
11539,22/08/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
11540,28/01/1959,S,M,60000,4,Graduate Degree,Skilled Manual,Y
11541,12/04/1959,S,M,60000,4,Graduate Degree,Skilled Manual,N
11542,10/09/1968,S,M,20000,1,Partial College,Manual,N
11543,17/02/1968,M,F,20000,1,Partial College,Manual,Y
11544,07/05/1968,M,M,30000,1,Bachelors,Clerical,Y
11545,25/03/1968,M,M,30000,1,Bachelors,Clerical,Y
11546,14/03/1968,M,F,30000,1,Bachelors,Clerical,Y
11547,08/03/1968,M,F,40000,0,Graduate Degree,Clerical,Y
11549,06/09/1968,M,F,40000,0,Bachelors,Clerical,Y
11550,08/08/1968,S,F,40000,0,Bachelors,Clerical,Y
11551,25/05/1967,S,M,10000,3,High School,Manual,Y
11552,27/05/1967,S,M,20000,1,Partial College,Manual,N
11553,09/09/1967,M,F,20000,1,Partial College,Manual,Y
11554,28/09/1926,S,F,10000,4,High School,Manual,Y
11555,08/07/1926,M,F,40000,1,Bachelors,Clerical,Y
11556,14/05/1967,M,M,20000,1,Partial College,Manual,Y
11557,15/01/1967,S,F,30000,1,Bachelors,Clerical,N
11558,22/08/1967,S,M,30000,1,Bachelors,Clerical,N
11559,16/12/1967,S,M,30000,1,Bachelors,Clerical,N
11560,13/08/1967,S,F,30000,1,Bachelors,Clerical,N
11561,24/07/1966,S,F,10000,5,Partial High School,Manual,Y
11562,19/04/1966,M,M,20000,1,High School,Manual,Y
11563,01/02/1966,S,M,20000,1,High School,Manual,N
11564,12/07/1966,S,M,20000,1,High School,Manual,N
11565,02/07/1966,S,M,20000,2,High School,Manual,Y
11566,02/09/1967,M,F,40000,0,Bachelors,Clerical,Y
11567,23/09/1967,M,F,40000,0,Bachelors,Clerical,Y
11568,23/10/1966,S,F,20000,2,High School,Manual,Y
11569,10/05/1966,M,M,30000,1,Bachelors,Clerical,Y
11570,22/01/1966,M,F,30000,1,Bachelors,Skilled Manual,Y
11571,18/05/1966,M,M,30000,1,Bachelors,Skilled Manual,Y
11572,15/03/1966,M,M,30000,1,Bachelors,Skilled Manual,Y
11573,15/11/1965,S,F,20000,2,High School,Manual,Y
11574,17/07/1965,S,F,20000,2,High School,Manual,Y
11575,21/04/1965,S,M,20000,2,High School,Manual,Y
11576,10/02/1965,M,M,30000,1,Bachelors,Skilled Manual,Y
11577,22/10/1965,M,F,30000,1,Bachelors,Skilled Manual,Y
11578,08/11/1964,S,F,10000,3,Partial High School,Manual,Y
11579,20/08/1964,S,M,20000,3,High School,Manual,Y
11580,12/09/1933,M,M,30000,1,Bachelors,Skilled Manual,Y
11581,04/09/1966,M,F,40000,0,Bachelors,Professional,Y
11582,13/04/1963,S,F,30000,2,Partial College,Clerical,Y
11583,26/09/1965,S,F,30000,2,Partial College,Clerical,Y
11584,22/11/1965,M,M,40000,1,Bachelors,Skilled Manual,Y
11585,08/03/1965,M,F,40000,1,Bachelors,Skilled Manual,Y
11586,15/12/1965,M,M,40000,1,Bachelors,Skilled Manual,Y
11587,21/10/1964,S,M,30000,2,Partial College,Clerical,Y
11588,14/07/1964,M,F,30000,2,Partial College,Clerical,N
11589,04/05/1964,M,F,40000,1,Bachelors,Skilled Manual,Y
11590,18/10/1963,S,F,30000,2,Partial College,Clerical,Y
11591,16/05/1963,S,F,30000,3,Partial College,Clerical,Y
11592,04/09/1978,S,M,20000,0,High School,Manual,N
11593,25/03/1977,S,M,20000,0,High School,Manual,Y
11594,04/11/1979,S,M,20000,4,High School,Manual,Y
11595,02/07/1979,S,M,20000,5,High School,Manual,Y
11596,03/09/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
11597,06/02/1978,S,F,30000,3,Partial College,Clerical,Y
11598,02/07/1978,S,F,30000,3,Partial College,Clerical,Y
11599,16/09/1977,S,F,20000,0,High School,Manual,N
11600,07/04/1977,S,F,30000,0,Partial College,Clerical,N
11601,21/08/1977,S,M,30000,0,Partial College,Clerical,Y
11602,13/04/1977,S,M,30000,0,Partial College,Clerical,N
11603,06/02/1977,S,M,30000,0,Partial College,Clerical,N
11604,03/06/1977,S,M,30000,0,Partial College,Clerical,Y
11605,20/11/1976,S,F,20000,0,High School,Manual,N
11606,03/02/1975,S,F,10000,0,Partial High School,Manual,N
11607,09/05/1975,S,M,20000,0,High School,Manual,Y
11608,04/03/1976,S,M,20000,0,High School,Manual,N
11609,26/06/1976,S,M,30000,0,Partial College,Clerical,N
11610,23/04/1975,S,M,30000,0,Partial College,Clerical,N
11611,27/02/1974,M,M,20000,0,Partial High School,Manual,N
11612,11/10/1974,S,M,20000,0,Partial High School,Manual,N
11613,03/11/1975,S,F,30000,0,Partial College,Clerical,N
11614,17/08/1975,S,F,30000,0,Partial College,Clerical,N
11615,21/11/1975,M,M,40000,1,Bachelors,Skilled Manual,Y
11616,09/03/1975,M,F,40000,1,Bachelors,Skilled Manual,Y
11617,04/04/1959,S,M,60000,4,Graduate Degree,Skilled Manual,N
11618,24/04/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
11619,01/05/1973,S,F,50000,0,Graduate Degree,Skilled Manual,Y
11620,20/04/1973,S,F,50000,0,Graduate Degree,Skilled Manual,Y
11621,19/02/1973,S,F,50000,0,Graduate Degree,Skilled Manual,N
11622,17/12/1973,M,M,50000,0,Graduate Degree,Skilled Manual,Y
11623,27/06/1973,S,NA,50000,1,Graduate Degree,Skilled Manual,Y
11624,23/03/1973,S,M,50000,1,Graduate Degree,Skilled Manual,Y
11625,19/01/1973,M,M,50000,1,Graduate Degree,Skilled Manual,Y
11626,14/06/1973,M,F,50000,1,Graduate Degree,Skilled Manual,Y
11627,27/02/1973,M,M,60000,1,Graduate Degree,Skilled Manual,Y
11628,17/05/1972,S,F,40000,1,Graduate Degree,Skilled Manual,Y
11629,08/02/1971,S,M,40000,4,High School,Skilled Manual,Y
11630,25/12/1971,M,F,60000,1,Graduate Degree,Skilled Manual,Y
11631,13/02/1971,M,M,60000,1,Graduate Degree,Skilled Manual,Y
11633,26/05/1972,M,M,40000,1,Bachelors,Skilled Manual,Y
11634,12/06/1972,M,M,60000,1,Graduate Degree,Skilled Manual,Y
11635,14/08/1972,M,M,60000,1,Graduate Degree,Skilled Manual,Y
11636,22/12/1972,S,F,60000,1,Graduate Degree,Professional,Y
11637,14/08/1972,M,F,70000,1,Graduate Degree,Professional,Y
11638,12/03/1972,M,M,70000,1,Graduate Degree,Professional,Y
11639,23/12/1972,M,F,70000,1,Graduate Degree,Professional,Y
11640,03/05/1970,M,F,50000,1,Bachelors,Skilled Manual,Y
11641,12/08/1970,M,M,50000,1,Bachelors,Skilled Manual,Y
11642,26/12/1970,M,F,50000,1,Bachelors,Skilled Manual,Y
11643,27/07/1970,M,NA,50000,1,Bachelors,Skilled Manual,Y
11644,07/10/1969,S,M,40000,2,Bachelors,Skilled Manual,Y
11645,19/10/1969,S,F,40000,2,Bachelors,Skilled Manual,Y
11646,19/03/1969,S,F,40000,2,Bachelors,Skilled Manual,Y
11647,22/09/1969,S,M,40000,2,Bachelors,Skilled Manual,N
11648,16/04/1969,S,M,60000,1,Graduate Degree,Professional,Y
11649,26/01/1969,M,M,60000,1,Graduate Degree,Professional,Y
11650,26/07/1969,M,M,60000,1,Graduate Degree,Professional,Y
11651,17/12/1971,M,F,60000,1,Graduate Degree,Professional,Y
11652,05/05/1971,M,M,60000,1,Graduate Degree,Professional,Y
11653,08/06/1971,S,F,60000,1,Graduate Degree,Professional,Y
11654,19/09/1971,M,F,60000,1,Graduate Degree,Professional,Y
11655,01/04/1971,S,F,70000,2,Graduate Degree,Professional,Y
11656,20/09/1971,M,F,70000,3,Graduate Degree,Professional,Y
11657,04/05/1971,M,F,70000,3,Graduate Degree,Professional,Y
11658,07/02/1969,M,M,60000,1,Graduate Degree,Professional,Y
11659,22/04/1969,S,M,60000,1,Graduate Degree,Professional,Y
11660,22/01/1969,M,F,60000,1,Graduate Degree,Professional,Y
11661,07/01/1970,S,M,60000,1,Graduate Degree,Professional,Y
11662,04/07/1970,S,M,60000,2,Graduate Degree,Professional,Y
11663,25/02/1970,M,M,70000,4,Graduate Degree,Professional,Y
11664,09/02/1970,S,F,70000,4,Graduate Degree,Professional,Y
11665,13/12/1970,M,F,70000,4,Graduate Degree,Professional,Y
11666,17/12/1970,M,M,80000,2,Graduate Degree,Professional,Y
11667,21/06/1967,M,M,70000,2,Bachelors,Skilled Manual,Y
11668,07/09/1967,S,F,70000,2,Bachelors,Skilled Manual,Y
11669,21/10/1967,S,F,70000,2,Bachelors,Skilled Manual,Y
11670,17/10/1967,S,F,70000,2,Bachelors,Skilled Manual,Y
11671,18/05/1966,S,F,60000,3,Bachelors,Skilled Manual,N
11672,21/09/1966,M,M,60000,3,Bachelors,Skilled Manual,Y
11673,07/02/1966,S,F,60000,3,Bachelors,Skilled Manual,Y
11674,18/08/1966,M,F,60000,0,Graduate Degree,Professional,Y
11675,02/02/1966,S,M,70000,4,Graduate Degree,Professional,Y
11676,13/02/1966,M,M,80000,0,Graduate Degree,Professional,Y
11677,14/10/1969,S,M,60000,2,Graduate Degree,Professional,Y
11678,28/01/1969,M,M,70000,5,Graduate Degree,Professional,Y
11679,08/05/1969,M,M,70000,5,Graduate Degree,Professional,Y
11680,04/09/1969,M,F,70000,5,Graduate Degree,Professional,Y
11681,07/08/1969,M,F,70000,5,Graduate Degree,Professional,Y
11682,16/03/1969,M,F,70000,5,Graduate Degree,Professional,N
11683,05/01/1969,M,M,80000,2,Graduate Degree,Professional,Y
11684,01/10/1965,S,M,40000,0,Bachelors,Professional,N
11685,07/02/1965,M,M,40000,0,Bachelors,Professional,N
11687,13/07/1965,S,M,40000,0,Bachelors,Professional,N
11688,25/12/1965,S,F,80000,3,Bachelors,Skilled Manual,Y
11689,06/09/1965,M,M,80000,3,Bachelors,Skilled Manual,Y
11690,13/01/1965,M,F,60000,0,Graduate Degree,Professional,Y
11691,03/01/1964,S,F,40000,0,Bachelors,Professional,N
11692,19/06/1964,M,M,40000,0,Bachelors,Professional,N
11693,24/09/1964,S,F,50000,4,Bachelors,Skilled Manual,N
11694,24/03/1964,M,M,50000,4,Bachelors,Skilled Manual,Y
11695,11/01/1964,M,M,50000,5,Bachelors,Skilled Manual,Y
11696,05/04/1964,S,F,50000,5,Bachelors,Skilled Manual,Y
11697,24/06/1964,M,M,50000,4,Bachelors,Skilled Manual,Y
11698,25/11/1964,M,M,50000,4,Bachelors,Skilled Manual,Y
11699,16/03/1963,S,M,60000,4,Bachelors,Skilled Manual,N
11700,25/11/1963,S,M,60000,4,Bachelors,Professional,N
11701,24/08/1963,M,M,60000,4,Bachelors,Professional,Y
11702,17/10/1963,S,F,60000,4,Bachelors,Professional,Y
11703,24/06/1968,S,F,60000,0,Bachelors,Professional,N
11705,21/05/1968,S,F,60000,2,Graduate Degree,Professional,Y
11706,14/02/1963,M,M,60000,4,Bachelors,Professional,Y
11707,22/12/1963,S,F,60000,4,Bachelors,Professional,Y
11708,19/09/1963,S,F,60000,4,Bachelors,Professional,Y
11709,19/02/1963,S,F,60000,3,Graduate Degree,Professional,N
11710,20/03/1962,M,F,40000,3,High School,Skilled Manual,Y
11711,08/12/1962,S,M,70000,1,Bachelors,Professional,N
11712,03/11/1962,M,F,70000,1,Partial College,Skilled Manual,Y
11713,20/03/1962,M,M,70000,1,Partial College,Skilled Manual,Y
11714,18/10/1962,M,F,70000,1,Partial College,Skilled Manual,Y
11715,21/09/1962,M,F,70000,1,Partial College,Skilled Manual,Y
11716,21/10/1961,S,M,40000,4,High School,Skilled Manual,Y
11717,02/09/1961,M,M,60000,1,Partial College,Skilled Manual,N
11718,14/11/1961,M,F,60000,1,Partial College,Skilled Manual,Y
11719,08/05/1960,M,M,40000,4,High School,Skilled Manual,Y
11720,26/03/1960,M,F,40000,4,High School,Skilled Manual,Y
11721,22/01/1960,M,F,40000,4,High School,Skilled Manual,Y
11722,02/07/1960,M,M,60000,1,Partial College,Skilled Manual,Y
11723,21/08/1967,S,M,70000,0,Partial College,Skilled Manual,N
11724,15/04/1967,S,M,70000,0,Partial College,Skilled Manual,N
11725,17/09/1967,S,M,70000,0,Partial College,Skilled Manual,N
11726,17/07/1967,S,M,70000,0,Partial College,Skilled Manual,N
11727,09/07/1967,S,M,60000,0,Graduate Degree,Professional,N
11728,07/01/1960,M,M,60000,1,Partial College,Skilled Manual,Y
11729,06/05/1960,M,M,60000,1,Partial College,Skilled Manual,Y
11730,02/10/1960,M,F,60000,1,Partial College,Skilled Manual,Y
11731,19/08/1960,M,F,60000,1,Partial College,Skilled Manual,Y
11732,08/02/1959,M,M,60000,1,Partial College,Skilled Manual,Y
11733,27/07/1959,M,F,60000,1,Partial College,Skilled Manual,Y
11734,25/08/1959,M,M,60000,1,Partial College,Skilled Manual,N
11735,22/01/1959,M,F,60000,1,Partial College,Skilled Manual,Y
11736,25/09/1959,M,M,60000,1,Partial College,Skilled Manual,N
11737,08/02/1959,M,F,60000,4,Bachelors,Professional,Y
11738,09/10/1959,M,M,60000,4,Bachelors,Professional,Y
11739,14/05/1959,M,M,70000,2,Graduate Degree,Professional,Y
11740,24/04/1959,M,F,70000,5,Graduate Degree,Professional,N
11741,26/07/1959,M,F,80000,4,Graduate Degree,Professional,Y
11742,02/11/1958,S,M,60000,3,Bachelors,Professional,N
11743,16/03/1958,M,M,60000,1,Bachelors,Professional,Y
11744,07/09/1958,M,F,60000,1,Bachelors,Professional,Y
11745,13/10/1958,M,F,60000,1,Bachelors,Professional,Y
11746,01/12/1958,S,M,60000,1,Bachelors,Professional,Y
11747,09/02/1958,M,F,70000,5,Graduate Degree,Professional,Y
11748,18/07/1958,M,M,70000,5,Graduate Degree,Professional,Y
11749,13/09/1969,M,M,80000,4,Graduate Degree,Management,N
11750,24/03/1968,M,F,60000,2,Bachelors,Professional,Y
11751,17/07/1970,M,F,80000,4,Graduate Degree,Management,Y
11752,07/05/1970,M,F,80000,4,Graduate Degree,Management,Y
11753,18/03/1970,M,F,80000,4,Graduate Degree,Management,Y
11754,08/07/1970,M,F,90000,2,Bachelors,Professional,Y
11755,15/05/1968,M,M,60000,2,Bachelors,Professional,Y
11756,13/09/1968,S,F,60000,2,Bachelors,Professional,N
11757,14/05/1968,M,M,70000,5,Bachelors,Professional,Y
11758,22/12/1968,M,M,70000,5,Bachelors,Professional,Y
11759,22/11/1969,M,F,110000,1,Graduate Degree,Management,N
11760,27/10/1967,M,F,70000,5,Bachelors,Professional,Y
11761,19/04/1967,S,M,70000,5,Bachelors,Professional,Y
11762,24/08/1967,M,M,70000,5,Bachelors,Professional,Y
11763,11/02/1967,M,M,80000,5,Graduate Degree,Management,Y
11764,17/07/1967,S,F,80000,5,Graduate Degree,Management,Y
11765,11/10/1966,M,M,80000,5,Bachelors,Professional,Y
11766,04/07/1966,S,F,90000,0,Bachelors,Professional,N
11767,24/05/1966,S,F,90000,0,Bachelors,Professional,N
11768,08/10/1966,M,M,90000,2,Bachelors,Professional,Y
11769,17/08/1973,S,F,50000,0,Graduate Degree,Skilled Manual,Y
11770,23/08/1973,S,M,50000,0,Graduate Degree,Skilled Manual,N
11771,08/10/1973,S,M,50000,0,Graduate Degree,Skilled Manual,N
11772,24/01/1973,M,M,50000,1,Graduate Degree,Skilled Manual,Y
11773,06/07/1973,S,M,50000,1,Graduate Degree,Skilled Manual,Y
11774,12/04/1973,M,F,50000,1,Graduate Degree,Skilled Manual,Y
11775,25/05/1973,S,F,50000,1,Graduate Degree,Skilled Manual,Y
11776,03/07/1973,M,M,50000,1,Graduate Degree,Skilled Manual,Y
11777,24/07/1972,S,F,40000,1,Graduate Degree,Skilled Manual,Y
11778,21/03/1971,S,F,60000,1,Graduate Degree,Skilled Manual,Y
11779,19/07/1971,S,F,60000,1,Graduate Degree,Skilled Manual,Y
11780,20/11/1971,S,F,60000,1,Graduate Degree,Skilled Manual,Y
11781,10/03/1971,M,M,60000,1,Graduate Degree,Skilled Manual,Y
11782,17/03/1971,M,F,60000,1,Graduate Degree,Skilled Manual,Y
11783,17/11/1971,M,F,60000,1,Graduate Degree,Skilled Manual,Y
11784,19/12/1972,M,M,40000,1,Graduate Degree,Skilled Manual,Y
11785,25/02/1972,M,M,40000,1,Bachelors,Skilled Manual,Y
11786,13/09/1972,S,M,60000,1,Graduate Degree,Skilled Manual,Y
11787,05/09/1972,M,M,60000,1,Graduate Degree,Skilled Manual,Y
11788,19/02/1972,S,F,70000,1,Graduate Degree,Professional,Y
11789,20/02/1970,M,F,50000,1,Bachelors,Skilled Manual,Y
11790,21/05/1970,M,M,50000,1,Bachelors,Skilled Manual,Y
11791,21/04/1970,M,M,60000,1,Graduate Degree,Professional,Y
11792,27/05/1969,M,F,40000,1,Bachelors,Skilled Manual,Y
11793,20/03/1969,M,M,40000,1,Bachelors,Skilled Manual,Y
